start,IATA,PNRs
2019-05-23,MIA,1255
2019-05-23,PEK,1505
2019-05-23,CMH,1347
2019-05-23,AMS,1931
2019-05-23,LAX,2580
2019-05-23,CLT,2709
2019-05-23,SIN,1922
2019-05-23,BNA,1598
2019-05-23,ATL,4014
2019-05-23,LON,6748
2019-05-23,MUC,2565
2019-05-23,SYD,2134
2019-05-23,PAR,6152
2019-05-23,MAD,2313
2019-05-23,MIL,2232
2019-05-23,MSP,2303
2019-05-23,CHI,6897
2019-05-23,WAS,4466
2019-05-23,SAN,1171
2019-05-23,STL,1650
2019-05-23,SEA,3345
2019-05-23,RDU,1742
2019-05-23,PHX,2005
2019-05-23,NYC,9088
2019-05-23,DTW,2511
2019-05-23,EWR,4517
2019-05-23,BOS,4808
2019-05-23,LAS,817
2019-05-23,SJC,3016
2019-05-23,PDX,1568
2019-05-23,CLE,1292
2019-05-23,HOU,3418
2019-05-23,TLS,1240
2019-05-23,SNA,1323
2019-05-23,CPH,1730
2019-05-23,SFO,4304
2019-05-23,PIT,1380
2019-05-23,DEN,2329
2019-05-23,IND,1450
2019-05-23,FRA,2239
2019-05-23,STO,1765
2019-05-23,PHL,3210
2019-05-23,SHA,3259
2019-05-23,MEX,2213
2019-05-23,AUS,2021
2019-05-23,DFW,5273
2019-05-23,YYZ,4085
2019-05-30,SAT,2194
2019-05-30,CLT,3876
2019-05-30,PHX,3323
2019-05-30,DTW,3597
2019-05-30,PHL,4294
2019-05-30,AMS,2384
2019-05-30,WAS,6945
2019-05-30,SNA,1959
2019-05-30,YYZ,4584
2019-05-30,PDX,2324
2019-05-30,RDU,2308
2019-05-30,SEA,4628
2019-05-30,YUL,1879
2019-05-30,DEN,3149
2019-05-30,EWR,6424
2019-05-30,SJC,4417
2019-05-30,SHA,3041
2019-05-30,CLE,1624
2019-05-30,ATL,5987
2019-05-30,MAD,3323
2019-05-30,CMH,1858
2019-05-30,STL,2168
2019-05-30,CPH,1488
2019-05-30,BNA,2157
2019-05-30,MIL,2204
2019-05-30,CHI,10265
2019-05-30,STO,1716
2019-05-30,BOS,6613
2019-05-30,MIA,1508
2019-05-30,TLS,2128
2019-05-30,LON,11321
2019-05-30,NYC,13776
2019-05-30,SAN,2332
2019-05-30,MCO,1548
2019-05-30,PAR,9806
2019-05-30,MUC,2743
2019-05-30,DFW,7296
2019-05-30,HOU,4664
2019-05-30,LAS,2576
2019-05-30,AUS,2565
2019-05-30,LAX,3778
2019-05-30,PEK,1141
2019-05-30,MEX,2390
2019-05-30,PIT,1924
2019-05-30,MSP,3666
2019-05-30,FRA,2630
2019-05-30,SYD,2251
2019-05-30,SFO,5432
2019-05-30,SIN,1357
2019-05-30,IND,1873
2019-06-06,STL,2312
2019-06-06,AUS,2813
2019-06-06,PDX,2201
2019-06-06,SEA,4606
2019-06-06,DFW,7872
2019-06-06,PHX,3061
2019-06-06,BNA,2630
2019-06-06,YUL,2182
2019-06-06,SAT,1987
2019-06-06,CLT,3614
2019-06-06,MSP,3501
2019-06-06,STO,2074
2019-06-06,MAD,3591
2019-06-06,WAS,6858
2019-06-06,MCO,1952
2019-06-06,IND,2047
2019-06-06,SYD,1787
2019-06-06,SIN,1956
2019-06-06,SJC,4741
2019-06-06,SNA,2341
2019-06-06,CPH,2002
2019-06-06,FRA,2507
2019-06-06,TLS,1909
2019-06-06,EWR,6787
2019-06-06,CMH,1777
2019-06-06,DEN,3868
2019-06-06,DTW,3526
2019-06-06,NYC,13459
2019-06-06,YYZ,4728
2019-06-06,CLE,1982
2019-06-06,SFO,5449
2019-06-06,PIT,1963
2019-06-06,CHI,10252
2019-06-06,RDU,2136
2019-06-06,LAX,4192
2019-06-06,AMS,2551
2019-06-06,LON,12493
2019-06-06,LAS,1312
2019-06-06,MEX,2695
2019-06-06,PHL,4665
2019-06-06,MUC,2607
2019-06-06,SHA,3471
2019-06-06,PAR,9188
2019-06-06,PEK,1229
2019-06-06,SAN,5118
2019-06-06,BOS,7051
2019-06-06,MIL,1920
2019-06-06,ATL,6600
2019-06-06,MIA,1473
2019-06-06,HOU,4944
2019-06-13,HOU,4861
2019-06-13,PAR,11633
2019-06-13,ATL,6008
2019-06-13,MEX,2394
2019-06-13,NYC,14130
2019-06-13,STL,2352
2019-06-13,TLS,2191
2019-06-13,RDU,2308
2019-06-13,SAN,2105
2019-06-13,IND,1833
2019-06-13,SIN,1886
2019-06-13,CLT,3846
2019-06-13,CHI,12340
2019-06-13,STO,2188
2019-06-13,BOS,7346
2019-06-13,PHX,3273
2019-06-13,BNA,2655
2019-06-13,CLE,1709
2019-06-13,YUL,2048
2019-06-13,MIA,1511
2019-06-13,MCO,2109
2019-06-13,CMH,1792
2019-06-13,PIT,2245
2019-06-13,SNA,1994
2019-06-13,DFW,8013
2019-06-13,MAD,4264
2019-06-13,MSP,3690
2019-06-13,YYZ,4760
2019-06-13,PHL,4555
2019-06-13,SJC,4355
2019-06-13,SHA,3686
2019-06-13,CPH,2224
2019-06-13,DEN,3459
2019-06-13,LAX,3850
2019-06-13,PEK,1696
2019-06-13,PDX,1982
2019-06-13,MIL,2505
2019-06-13,WAS,7536
2019-06-13,SAT,2627
2019-06-13,SYD,2083
2019-06-13,SEA,4648
2019-06-13,LON,12546
2019-06-13,AUS,2825
2019-06-13,SFO,4859
2019-06-13,FRA,2544
2019-06-13,MUC,2160
2019-06-13,AMS,3123
2019-06-13,DTW,3456
2019-06-13,EWR,6934
2019-06-13,LAS,1524
2019-06-20,ATL,6313
2019-06-20,PAR,11965
2019-06-20,CLE,1993
2019-06-20,SIN,1901
2019-06-20,TLS,2560
2019-06-20,BNA,2514
2019-06-20,DEN,3650
2019-06-20,SEA,4428
2019-06-20,SAN,2190
2019-06-20,BOS,6721
2019-06-20,CPH,2102
2019-06-20,HOU,5199
2019-06-20,PIT,2107
2019-06-20,MCO,1774
2019-06-20,SJC,4170
2019-06-20,YYZ,3964
2019-06-20,IND,1909
2019-06-20,CHI,10443
2019-06-20,SNA,2082
2019-06-20,MAD,3647
2019-06-20,PEK,1915
2019-06-20,RDU,2236
2019-06-20,AMS,2986
2019-06-20,SAT,2460
2019-06-20,LAS,1644
2019-06-20,DFW,8027
2019-06-20,DTW,3602
2019-06-20,PHL,4329
2019-06-20,MSP,3787
2019-06-20,STL,2394
2019-06-20,MIA,1532
2019-06-20,PDX,2266
2019-06-20,EWR,6545
2019-06-20,MIL,2338
2019-06-20,YUL,1577
2019-06-20,CLT,3989
2019-06-20,PHX,3203
2019-06-20,AUS,3082
2019-06-20,SFO,5204
2019-06-20,MEX,2384
2019-06-20,CMH,2009
2019-06-20,NYC,14242
2019-06-20,WAS,6441
2019-06-20,LON,12389
2019-06-20,FRA,2813
2019-06-20,SHA,3652
2019-06-20,LAX,3556
2019-06-20,STO,1693
2019-06-20,MUC,3246
2019-06-20,SYD,2132
2019-06-27,SEA,1402
2019-06-27,DFW,2286
2019-06-27,ATL,1755
2019-06-27,PAR,10060
2019-06-27,CHI,2837
2019-06-27,PIT,758
2019-06-27,DEN,1114
2019-06-27,DTW,1055
2019-06-27,LAS,590
2019-06-27,SHA,2690
2019-06-27,LON,9734
2019-06-27,LAX,1239
2019-06-27,MCO,552
2019-06-27,CPH,1415
2019-06-27,MUC,3456
2019-06-27,TLS,1971
2019-06-27,PDX,723
2019-06-27,PEK,1833
2019-06-27,STO,1030
2019-06-27,RDU,603
2019-06-27,FRA,2342
2019-06-27,BOS,1833
2019-06-27,PHL,1377
2019-06-27,BNA,898
2019-06-27,MSP,981
2019-06-27,IND,621
2019-06-27,MIA,570
2019-06-27,WAS,1856
2019-06-27,SAT,576
2019-06-27,CLE,680
2019-06-27,CLT,939
2019-06-27,NYC,3816
2019-06-27,MEX,2125
2019-06-27,STL,679
2019-06-27,YUL,954
2019-06-27,YYZ,1423
2019-06-27,SAN,635
2019-06-27,AMS,2242
2019-06-27,MIL,2047
2019-06-27,SFO,1489
2019-06-27,CMH,631
2019-06-27,EWR,1835
2019-06-27,AUS,857
2019-06-27,PHX,884
2019-06-27,HOU,1615
2019-06-27,SJC,942
2019-06-27,SYD,1535
2019-06-27,SIN,1464
2019-06-27,SNA,661
2019-06-27,MAD,3493
2019-07-04,ATL,4941
2019-07-04,MCO,1242
2019-07-04,LAS,1035
2019-07-04,YUL,1756
2019-07-04,FRA,2126
2019-07-04,PDX,1933
2019-07-04,STO,552
2019-07-04,IND,1695
2019-07-04,LON,11680
2019-07-04,SIN,1722
2019-07-04,MUC,3324
2019-07-04,STL,1909
2019-07-04,SHA,2799
2019-07-04,MIL,2148
2019-07-04,DFW,6622
2019-07-04,EWR,5439
2019-07-04,SNA,1845
2019-07-04,DEN,2948
2019-07-04,CLE,1624
2019-07-04,PAR,9012
2019-07-04,CHI,8023
2019-07-04,PEK,1851
2019-07-04,YYZ,3164
2019-07-04,BOS,5460
2019-07-04,CPH,910
2019-07-04,PHX,2674
2019-07-04,PHL,3439
2019-07-04,BNA,1980
2019-07-04,AUS,2278
2019-07-04,CMH,1687
2019-07-04,LAX,3686
2019-07-04,MEX,2403
2019-07-04,MSP,3251
2019-07-04,SAT,1910
2019-07-04,WAS,4960
2019-07-04,SYD,1469
2019-07-04,SAN,1759
2019-07-04,NYC,10444
2019-07-04,MAD,3389
2019-07-04,CLT,3433
2019-07-04,AMS,2053
2019-07-04,PIT,1805
2019-07-04,RDU,1949
2019-07-04,SFO,4151
2019-07-04,DTW,2680
2019-07-04,HOU,4071
2019-07-04,SJC,3498
2019-07-04,SEA,3599
2019-07-04,TLS,1797
2019-07-04,MIA,1270
2019-07-11,MSP,3854
2019-07-11,CLT,3975
2019-07-11,LAS,2756
2019-07-11,WAS,5874
2019-07-11,PAR,6580
2019-07-11,ATL,5745
2019-07-11,SFO,4887
2019-07-11,MEX,2470
2019-07-11,RDU,2310
2019-07-11,MIA,1441
2019-07-11,SIN,1852
2019-07-11,FRA,2171
2019-07-11,PDX,2541
2019-07-11,MIL,2284
2019-07-11,PIT,2016
2019-07-11,CHI,10298
2019-07-11,MUC,3110
2019-07-11,DTW,3476
2019-07-11,DFW,7818
2019-07-11,IND,1898
2019-07-11,PHL,4513
2019-07-11,EWR,6406
2019-07-11,CMH,1990
2019-07-11,PHX,2744
2019-07-11,YUL,1706
2019-07-11,TLS,1348
2019-07-11,SJC,3963
2019-07-11,NYC,13455
2019-07-11,BNA,2151
2019-07-11,DEN,3406
2019-07-11,LON,11028
2019-07-11,SEA,3719
2019-07-11,SAT,2315
2019-07-11,HOU,4882
2019-07-11,AMS,1915
2019-07-11,SHA,3051
2019-07-11,SNA,1940
2019-07-11,MCO,1687
2019-07-11,STO,257
2019-07-11,PEK,1953
2019-07-11,CPH,566
2019-07-11,STL,2425
2019-07-11,LAX,3438
2019-07-11,YYZ,3610
2019-07-11,SAN,1788
2019-07-11,SYD,1424
2019-07-11,CLE,1836
2019-07-11,AUS,2838
2019-07-11,BOS,6576
2019-07-11,MAD,3120
2019-07-18,LAX,3492
2019-07-18,HOU,4673
2019-07-18,YUL,1461
2019-07-18,MUC,2854
2019-07-18,LON,9964
2019-07-18,DFW,7124
2019-07-18,BOS,6497
2019-07-18,NYC,12553
2019-07-18,FRA,1963
2019-07-18,LAS,1424
2019-07-18,EWR,6381
2019-07-18,MIL,1960
2019-07-18,AUS,2737
2019-07-18,SJC,3895
2019-07-18,STO,197
2019-07-18,CMH,1776
2019-07-18,RDU,2305
2019-07-18,YYZ,3533
2019-07-18,PDX,2172
2019-07-18,SAN,2062
2019-07-18,PAR,4686
2019-07-18,SFO,5129
2019-07-18,WAS,6033
2019-07-18,SAT,2282
2019-07-18,CPH,397
2019-07-18,MSP,3938
2019-07-18,PHL,4394
2019-07-18,CLE,1832
2019-07-18,DEN,3773
2019-07-18,MEX,2334
2019-07-18,BNA,2186
2019-07-18,PIT,1979
2019-07-18,CHI,10277
2019-07-18,MCO,1571
2019-07-18,PHX,2699
2019-07-18,IND,1928
2019-07-18,SEA,4839
2019-07-18,MIA,1471
2019-07-18,STL,2104
2019-07-18,SIN,1722
2019-07-18,CLT,3749
2019-07-18,SHA,3307
2019-07-18,PEK,2018
2019-07-18,AMS,1427
2019-07-18,SYD,2097
2019-07-18,ATL,5848
2019-07-18,MAD,2430
2019-07-18,TLS,1054
2019-07-18,SNA,2057
2019-07-18,DTW,3825
2019-07-25,SAT,2040
2019-07-25,MIL,1400
2019-07-25,MIA,1279
2019-07-25,BNA,1901
2019-07-25,MUC,2106
2019-07-25,MCO,1441
2019-07-25,YYZ,3027
2019-07-25,AMS,1059
2019-07-25,TLS,563
2019-07-25,IND,1738
2019-07-25,CPH,496
2019-07-25,STL,2284
2019-07-25,MEX,2058
2019-07-25,DTW,3370
2019-07-25,SNA,1650
2019-07-25,CLE,1617
2019-07-25,STO,194
2019-07-25,PDX,1960
2019-07-25,NYC,11777
2019-07-25,SHA,2856
2019-07-25,SFO,4676
2019-07-25,PHX,2553
2019-07-25,DEN,3220
2019-07-25,EWR,5730
2019-07-25,MSP,3346
2019-07-25,CMH,1611
2019-07-25,ATL,5435
2019-07-25,PHL,3903
2019-07-25,CHI,9757
2019-07-25,DFW,7131
2019-07-25,SEA,3991
2019-07-25,CLT,3647
2019-07-25,LAX,3236
2019-07-25,SAN,1802
2019-07-25,PAR,2577
2019-07-25,SYD,2329
2019-07-25,MAD,1366
2019-07-25,PEK,1857
2019-07-25,SIN,1660
2019-07-25,RDU,2122
2019-07-25,FRA,1681
2019-07-25,WAS,5406
2019-07-25,PIT,1848
2019-07-25,BOS,6295
2019-07-25,YUL,1195
2019-07-25,AUS,2299
2019-07-25,SJC,3625
2019-07-25,LAS,1423
2019-07-25,HOU,4196
2019-07-25,LON,8380
2019-08-01,RDU,2194
2019-08-01,SJC,3638
2019-08-01,SEA,4277
2019-08-01,MUC,1552
2019-08-01,SNA,1905
2019-08-01,DEN,3310
2019-08-01,MSP,3357
2019-08-01,PEK,1805
2019-08-01,WAS,5315
2019-08-01,NYC,10621
2019-08-01,AMS,927
2019-08-01,PHX,2641
2019-08-01,MCO,1606
2019-08-01,LAX,3139
2019-08-01,CLT,3580
2019-08-01,BNA,2487
2019-08-01,HOU,4134
2019-08-01,MAD,583
2019-08-01,BOS,5806
2019-08-01,FRA,1592
2019-08-01,IND,1884
2019-08-01,PAR,1485
2019-08-01,DTW,3462
2019-08-01,CMH,1862
2019-08-01,MEX,2345
2019-08-01,MIA,1331
2019-08-01,MIL,539
2019-08-01,ATL,5531
2019-08-01,PHL,4047
2019-08-01,STL,2331
2019-08-01,CHI,9247
2019-08-01,LAS,2735
2019-08-01,PIT,2190
2019-08-01,SFO,4336
2019-08-01,EWR,5532
2019-08-01,LON,6788
2019-08-01,CPH,871
2019-08-01,PDX,1965
2019-08-01,SYD,2521
2019-08-01,DFW,6739
2019-08-01,SIN,1362
2019-08-01,CLE,1615
2019-08-01,YYZ,2223
2019-08-01,SAN,1857
2019-08-01,SHA,2750
2019-08-01,YUL,1211
2019-08-01,TLS,338
2019-08-01,SAT,2054
2019-08-01,STO,496
2019-08-01,AUS,2491
2019-08-08,WAS,5513
2019-08-08,MSP,3439
2019-08-08,PAR,886
2019-08-08,SEA,4177
2019-08-08,PDX,2170
2019-08-08,DTW,3716
2019-08-08,SJC,4261
2019-08-08,TLS,209
2019-08-08,MUC,999
2019-08-08,STO,1042
2019-08-08,PIT,1884
2019-08-08,FRA,1600
2019-08-08,CPH,1326
2019-08-08,SHA,3037
2019-08-08,CMH,1867
2019-08-08,MEX,2427
2019-08-08,BNA,2424
2019-08-08,SAT,2068
2019-08-08,MCO,1781
2019-08-08,PHL,3658
2019-08-08,IND,1871
2019-08-08,RDU,2283
2019-08-08,BOS,5733
2019-08-08,PHX,3138
2019-08-08,MAD,337
2019-08-08,LAS,1455
2019-08-08,SNA,1816
2019-08-08,AMS,1023
2019-08-08,PEK,1915
2019-08-08,STL,2307
2019-08-08,SIN,1361
2019-08-08,ATL,6081
2019-08-08,YYZ,3456
2019-08-08,LON,6562
2019-08-08,DFW,7672
2019-08-08,SYD,2051
2019-08-08,CLE,1711
2019-08-08,SAN,2035
2019-08-08,MIL,182
2019-08-08,YUL,1286
2019-08-08,NYC,10781
2019-08-08,MIA,1347
2019-08-08,HOU,4674
2019-08-08,EWR,5616
2019-08-08,LAX,3253
2019-08-08,CLT,3611
2019-08-08,DEN,3763
2019-08-08,CHI,9580
2019-08-08,SFO,5220
2019-08-08,AUS,2524
2019-08-15,SFO,5021
2019-08-15,CMH,2066
2019-08-15,DEN,3883
2019-08-15,HOU,4791
2019-08-15,SJC,4262
2019-08-15,BOS,5946
2019-08-15,ATL,6397
2019-08-15,MIA,1573
2019-08-15,CHI,10577
2019-08-15,SAT,2291
2019-08-15,PAR,1743
2019-08-15,STL,2435
2019-08-15,TLS,453
2019-08-15,MAD,506
2019-08-15,LAS,1321
2019-08-15,PDX,2274
2019-08-15,SNA,2142
2019-08-15,WAS,5175
2019-08-15,AUS,2988
2019-08-15,IND,2178
2019-08-15,EWR,5984
2019-08-15,DFW,7962
2019-08-15,MEX,2449
2019-08-15,SIN,2186
2019-08-15,CLE,1821
2019-08-15,CLT,3806
2019-08-15,BNA,2338
2019-08-15,RDU,2445
2019-08-15,PHX,3086
2019-08-15,LAX,3403
2019-08-15,MUC,1303
2019-08-15,FRA,1703
2019-08-15,PIT,2138
2019-08-15,MSP,3589
2019-08-15,SEA,4335
2019-08-15,AMS,1315
2019-08-15,YUL,1473
2019-08-15,YYZ,3485
2019-08-15,SHA,2946
2019-08-15,CPH,1822
2019-08-15,MIL,246
2019-08-15,SAN,2336
2019-08-15,LON,6865
2019-08-15,SYD,2134
2019-08-15,STO,1766
2019-08-15,PHL,4041
2019-08-15,MCO,1896
2019-08-15,NYC,10345
2019-08-15,DTW,3693
2019-08-15,PEK,1946
2019-08-22,PHX,2849
2019-08-22,MCO,1736
2019-08-22,SYD,1802
2019-08-22,CLT,3604
2019-08-22,SIN,1937
2019-08-22,MIL,756
2019-08-22,WAS,5230
2019-08-22,DEN,3511
2019-08-22,SFO,6359
2019-08-22,PHL,3806
2019-08-22,SAT,2063
2019-08-22,EWR,5326
2019-08-22,PEK,2252
2019-08-22,PIT,1981
2019-08-22,HOU,4875
2019-08-22,SEA,4084
2019-08-22,SJC,3848
2019-08-22,AMS,1842
2019-08-22,YUL,1659
2019-08-22,CLE,1643
2019-08-22,DTW,3399
2019-08-22,STO,2293
2019-08-22,CPH,2124
2019-08-22,YYZ,2938
2019-08-22,MUC,1797
2019-08-22,LAS,1897
2019-08-22,DFW,7299
2019-08-22,IND,1916
2019-08-22,CMH,1825
2019-08-22,AUS,2505
2019-08-22,MSP,3439
2019-08-22,MIA,1536
2019-08-22,PAR,4017
2019-08-22,STL,2280
2019-08-22,NYC,10043
2019-08-22,CHI,9091
2019-08-22,SHA,3270
2019-08-22,BOS,5340
2019-08-22,TLS,826
2019-08-22,SAN,2055
2019-08-22,BNA,2433
2019-08-22,LON,5997
2019-08-22,SNA,2143
2019-08-22,LAX,3559
2019-08-22,FRA,1917
2019-08-22,MEX,2693
2019-08-22,PDX,2218
2019-08-22,RDU,2329
2019-08-22,ATL,6204
2019-08-22,MAD,1003
2019-08-29,IND,1207
2019-08-29,ATL,3626
2019-08-29,CMH,1177
2019-08-29,MUC,2462
2019-08-29,FRA,2213
2019-08-29,PEK,2111
2019-08-29,AUS,1948
2019-08-29,SHA,3225
2019-08-29,CLT,2118
2019-08-29,PAR,7282
2019-08-29,SAT,1441
2019-08-29,DEN,2158
2019-08-29,LON,9841
2019-08-29,MIA,953
2019-08-29,TLS,1625
2019-08-29,YUL,1326
2019-08-29,MAD,2293
2019-08-29,SFO,3307
2019-08-29,STO,2218
2019-08-29,LAX,2188
2019-08-29,LAS,909
2019-08-29,PHX,1689
2019-08-29,PIT,1305
2019-08-29,YYZ,2243
2019-08-29,CLE,1031
2019-08-29,SAN,1170
2019-08-29,BNA,1472
2019-08-29,DTW,2243
2019-08-29,PDX,1428
2019-08-29,STL,1710
2019-08-29,CHI,5703
2019-08-29,SNA,1193
2019-08-29,SJC,2699
2019-08-29,CPH,1758
2019-08-29,HOU,3089
2019-08-29,WAS,3848
2019-08-29,MEX,2325
2019-08-29,SIN,1515
2019-08-29,BOS,4444
2019-08-29,MCO,810
2019-08-29,MIL,1699
2019-08-29,AMS,2063
2019-08-29,DFW,5202
2019-08-29,RDU,1473
2019-08-29,NYC,9464
2019-08-29,EWR,4114
2019-08-29,PHL,2933
2019-08-29,SEA,2753
2019-08-29,SYD,1797
2019-08-29,MSP,2151
2019-09-05,MEX,2958
2019-09-05,LAS,1508
2019-09-05,PEK,2203
2019-09-05,BOS,7650
2019-09-05,LON,13529
2019-09-05,SAN,2163
2019-09-05,MAD,3657
2019-09-05,NYC,15508
2019-09-05,WAS,7650
2019-09-05,STO,2173
2019-09-05,HOU,5182
2019-09-05,YYZ,4635
2019-09-05,SHA,3444
2019-09-05,SIN,2060
2019-09-05,SEA,5541
2019-09-05,DFW,8177
2019-09-05,LAX,4013
2019-09-05,SNA,2562
2019-09-05,SAT,2605
2019-09-05,STL,2482
2019-09-05,CHI,10359
2019-09-05,PIT,2222
2019-09-05,PDX,2417
2019-09-05,MSP,3803
2019-09-05,CLT,3729
2019-09-05,BNA,2470
2019-09-05,CMH,2222
2019-09-05,ATL,6920
2019-09-05,TLS,2214
2019-09-05,EWR,7114
2019-09-05,YUL,2087
2019-09-05,AMS,2955
2019-09-05,PAR,10428
2019-09-05,CPH,2189
2019-09-05,SFO,5727
2019-09-05,IND,2280
2019-09-05,RDU,2679
2019-09-05,MCO,1582
2019-09-05,MIA,1442
2019-09-05,DTW,4363
2019-09-05,MUC,3346
2019-09-05,AUS,3721
2019-09-05,SYD,2030
2019-09-05,FRA,2842
2019-09-05,PHX,3238
2019-09-05,CLE,1798
2019-09-05,MIL,2179
2019-09-05,PHL,4952
2019-09-05,SJC,4993
2019-09-05,DEN,3795
2019-09-12,HOU,5597
2019-09-12,STO,2316
2019-09-12,CLT,3847
2019-09-12,AMS,3178
2019-09-12,NYC,14344
2019-09-12,MSP,4048
2019-09-12,STL,2639
2019-09-12,PIT,2234
2019-09-12,EWR,7523
2019-09-12,IND,2085
2019-09-12,ATL,6761
2019-09-12,MAD,4379
2019-09-12,FRA,3244
2019-09-12,PHX,3613
2019-09-12,BNA,2804
2019-09-12,CPH,2533
2019-09-12,BOS,7374
2019-09-12,MIA,1693
2019-09-12,PDX,2344
2019-09-12,MEX,1924
2019-09-12,SAN,1995
2019-09-12,LAS,2462
2019-09-12,PAR,11262
2019-09-12,YUL,2278
2019-09-12,RDU,2823
2019-09-12,LAX,4015
2019-09-12,PHL,4785
2019-09-12,SAT,2692
2019-09-12,SFO,5234
2019-09-12,CHI,11372
2019-09-12,SEA,5177
2019-09-12,MCO,2660
2019-09-12,DFW,7952
2019-09-12,CLE,2183
2019-09-12,CMH,1878
2019-09-12,MUC,3362
2019-09-12,TLS,2618
2019-09-12,AUS,3581
2019-09-12,DEN,4014
2019-09-12,SIN,2014
2019-09-12,SHA,3729
2019-09-12,DTW,4012
2019-09-12,SNA,2236
2019-09-12,PEK,2324
2019-09-12,SJC,5437
2019-09-12,YYZ,4399
2019-09-12,MIL,2582
2019-09-12,LON,14292
2019-09-12,SYD,2265
2019-09-12,WAS,7453
2019-09-19,DFW,9062
2019-09-19,TLS,2585
2019-09-19,YUL,2343
2019-09-19,LAS,2721
2019-09-19,MCO,2015
2019-09-19,CPH,2369
2019-09-19,CMH,2093
2019-09-19,AMS,3454
2019-09-19,PHX,3585
2019-09-19,BOS,7555
2019-09-19,PDX,2954
2019-09-19,MUC,3929
2019-09-19,YYZ,4420
2019-09-19,STO,2251
2019-09-19,HOU,5836
2019-09-19,LON,14230
2019-09-19,PIT,2183
2019-09-19,ATL,6476
2019-09-19,STL,2435
2019-09-19,EWR,7733
2019-09-19,SJC,5185
2019-09-19,SFO,5900
2019-09-19,IND,1953
2019-09-19,SHA,4135
2019-09-19,RDU,2937
2019-09-19,SNA,2242
2019-09-19,SAT,2563
2019-09-19,AUS,3699
2019-09-19,CHI,10904
2019-09-19,NYC,14787
2019-09-19,CLT,3839
2019-09-19,SYD,2075
2019-09-19,DTW,3872
2019-09-19,SEA,5095
2019-09-19,PEK,2425
2019-09-19,DEN,3689
2019-09-19,MIA,2424
2019-09-19,MSP,3822
2019-09-19,SAN,2423
2019-09-19,PHL,4841
2019-09-19,SIN,2399
2019-09-19,MAD,4217
2019-09-19,FRA,3226
2019-09-19,BNA,2590
2019-09-19,PAR,12034
2019-09-19,LAX,3904
2019-09-19,WAS,6908
2019-09-19,MIL,2737
2019-09-19,CLE,1918
2019-09-19,MEX,2641
2019-09-26,AUS,2915
2019-09-26,MUC,2656
2019-09-26,SAN,2283
2019-09-26,IND,1766
2019-09-26,BOS,6832
2019-09-26,AMS,3012
2019-09-26,LAX,3247
2019-09-26,LAS,1655
2019-09-26,MIL,2639
2019-09-26,RDU,2510
2019-09-26,SEA,5057
2019-09-26,PEK,595
2019-09-26,MCO,3481
2019-09-26,PHL,4424
2019-09-26,PAR,11158
2019-09-26,SIN,1820
2019-09-26,SJC,4498
2019-09-26,CLE,1566
2019-09-26,MAD,3798
2019-09-26,CMH,1777
2019-09-26,SNA,1778
2019-09-26,YYZ,4054
2019-09-26,MIA,1344
2019-09-26,SYD,1684
2019-09-26,LON,13020
2019-09-26,MSP,3620
2019-09-26,DEN,3561
2019-09-26,PIT,2231
2019-09-26,CHI,10536
2019-09-26,WAS,5954
2019-09-26,BNA,2373
2019-09-26,SHA,946
2019-09-26,EWR,6284
2019-09-26,STO,2282
2019-09-26,CPH,2069
2019-09-26,SAT,2104
2019-09-26,MEX,2363
2019-09-26,DFW,7286
2019-09-26,YUL,1985
2019-09-26,PHX,2827
2019-09-26,HOU,4835
2019-09-26,STL,2221
2019-09-26,SFO,5717
2019-09-26,CLT,3792
2019-09-26,NYC,13729
2019-09-26,ATL,5723
2019-09-26,PDX,2345
2019-09-26,TLS,1992
2019-09-26,FRA,2306
2019-09-26,DTW,3512
2019-10-03,SNA,1917
2019-10-03,PDX,2338
2019-10-03,HOU,4953
2019-10-03,TLS,2098
2019-10-03,CLE,1865
2019-10-03,PHL,4867
2019-10-03,MIA,1468
2019-10-03,SFO,5308
2019-10-03,NYC,12930
2019-10-03,MIL,2617
2019-10-03,CMH,2150
2019-10-03,SJC,4967
2019-10-03,CLT,3786
2019-10-03,MAD,3960
2019-10-03,SYD,1615
2019-10-03,AMS,3383
2019-10-03,MSP,3458
2019-10-03,DEN,3668
2019-10-03,AUS,3622
2019-10-03,SEA,5152
2019-10-03,PHX,2848
2019-10-03,SAN,1993
2019-10-03,RDU,2520
2019-10-03,CHI,10516
2019-10-03,DTW,3862
2019-10-03,STL,2291
2019-10-03,PEK,1227
2019-10-03,EWR,6859
2019-10-03,MCO,1927
2019-10-03,LON,13389
2019-10-03,DFW,8190
2019-10-03,PAR,12029
2019-10-03,LAS,1458
2019-10-03,YUL,2152
2019-10-03,PIT,2096
2019-10-03,YYZ,4224
2019-10-03,BNA,2185
2019-10-03,CPH,2050
2019-10-03,WAS,6711
2019-10-03,ATL,6181
2019-10-03,BOS,7166
2019-10-03,SHA,1812
2019-10-03,LAX,3592
2019-10-03,STO,2193
2019-10-03,SIN,1869
2019-10-03,IND,1767
2019-10-03,SAT,2277
2019-10-03,MUC,2757
2019-10-03,MEX,2702
2019-10-03,FRA,2616
2019-10-10,SEA,5371
2019-10-10,HOU,5441
2019-10-10,LAX,3827
2019-10-10,SNA,1956
2019-10-10,ATL,6361
2019-10-10,SJC,4836
2019-10-10,CPH,1432
2019-10-10,CHI,10846
2019-10-10,YUL,1727
2019-10-10,SHA,3841
